gvkey,fyear,tic,conm,oiadp,at,ind
15459,2015,TG,TREDEGAR CORP,53.846,623.26,15
15489,2015,HGEN,HUMANIGEN INC,-26.78,11.146,35
15508,2015,NGLOY,ANGLO AMERICAN PLC,-4335,52013,15
15509,2015,HSBC,HSBC HLDGS PLC,32264,2409656,40
15520,2015,SIG,SIGNET JEWELERS LTD,530.9,6474.4,25
15521,2015,SPLS,STAPLES INC,874,10172,25
15532,2015,BNPQY,BNP PARIBAS,60885.327,2165494.179,40
15533,2015,DDC,DOMINION DIAMOND CORP,5.136,2164.83,15
15539,2015,PRTK,PARATEK PHARMACEUTCLS INC,-70.753,145.918,35
15543,2015,SRAX,SOCIAL REALITY INC,1.052,28.527,50
15545,2015,AVVIY,AVIVA PLC,2968.37,571959,40
15552,2015,DNKEY,DANSKE BANK AS,6455.626,479152.249,40
15576,2015,DB,DEUTSCHE BANK AG,18819.733,1769072.267,40
15598,2015,AEG,AEGON NV,2021.946,453010.333,40
15613,2015,NMR,NOMURA HOLDINGS INC,4520.334,365505.845,40
15617,2015,ING,ING GROEP NV,6251.526,914076.957,40
15623,2015,OGES,OAKRIDGE GLOBAL ENERGY SOLTN,-23.483,29.709,20
15634,2015,RBS,ROYAL BANK OF SCOTLAND GROUP,7638.428,1202400.637,40
15659,2015,TKOMY,TOKIO MARINE HOLDINGS INC,3428.954,194407.828,40
15668,2015,IX,ORIX CORP,3333.891,97819.837,40
15679,2015,UOVEY,UNITED OVERSEAS BANK LTD,3663.241,223077.231,40
15704,2015,TRI,THOMSON-REUTERS CORP,1667,29095,40
15709,2015,PCL,PLUM CREEK TIMBER CO INC,266,4990,40
15724,2015,AZSEY,ALLIANZ SE,10326.908,921866.118,40
15743,2015,DBSDY,DBS GROUP HOLDINGS LTD,4767.463,323192.15,40
15782,2015,PUK,PRUDENTIAL PLC,5312.984,570648.081,40
15784,2015,SCGLY,SOCIETE GENERALE GROUP,70017.747,1449015.187,40
15803,2015,NVLN,NOVELION THERAPEUTICS INC,-16.612,145.166,35
15824,2015,HGBL,HERITAGE GLOBAL INC,-2.455,18.802,40
15855,2015,SYMC,SYMANTEC CORP,593,11767,45
15889,2015,ANZBY,ANZ-AUSTRALIA & NEW ZEALD BK,8935.056,624709.8,40
15929,2015,LYG,LLOYDS BANKING GROUP PLC,14048.513,1189542.125,40
16005,2015,IVPAF,IVANHOE MINES LTD,-65.085,1022.578,15
16009,2015,SPWH,SPORTSMANS WAREHOUSE HLDGS,55.312,303.024,25
16011,2015,YY,YY INC  -ADR,169.403,1131.254,50
16015,2015,QRHC,QUEST RESOURCE HOLDING CORP,-6.662,109.009,20
16026,2015,SDLP,SEADRILL PARTNERS LLC,844.4,6841.1,10
16051,2015,8622B,ALLIANCEBERNSTEIN LP,638.537,7435.967,40
16066,2015,MRCC,MONROE CAPITAL CORP,24.141,360.879,40
16101,2015,ABBV,ABBVIE INC,8817,53050,35
16113,2015,APAM,ARTISAN PARTNERS ASSET MGMT,288.885,946.532,40
16116,2015,CONE,CYRUSONE INC,22.8,2195.6,60
16125,2015,GMRE,GLOBAL MEDICAL REIT,-0.09,65.329,60
16130,2015,SMRS,STAR MOUNTAIN RESOURCES INC,-6.407,36.999,15
16149,2015,OFS,OFS CAPITAL CORP,20.37,298.096,40
16150,2015,SCM,STELLUS CAPITAL INVESTMENT,22.725,369.274,40
16187,2015,6120B,EKSPORTFINANS ASA,97.351,7357.186,40
16188,2015,CGNX,COGNEX CORP,123.926,887.756,45
16225,2015,WGP,WESTERN GAS EQUITY PRTNRS LP,-93.885,6709.409,10
16245,2015,PBCT,PEOPLE'S UNITED FINL INC,579.7,38877.4,40
16269,2015,ENTA,ENANTA PHARMACEUTICALS INC,124.148,246.013,35
16305,2015,AGRPY,ABSA GROUP LTD,2287.857,74007.759,40
16306,2015,CRIUF,CRIUS ENERGY TRUST,4.249,280.77,55
16348,2015,ISNPY,INTESA SANPAOLO SPA,8046.518,734607.006,40
16384,2015,VOYA,VOYA FINANCIAL INC,1053.2,218249.6,40
16401,2015,CRUS,CIRRUS LOGIC INC,169.009,1181.883,45
16416,2015,RKUS,RUCKUS WIRELESS INC,11.229,418.821,45
16428,2015,FRFHF,FAIRFAX FINANCIAL HOLDINGS,437.3,41529,40
16453,2015,NEOG,NEOGEN CORP,56.603,451.715,35
16456,2015,HNGR,HANGER INC,36.605,973.084,35
16476,2015,6206B,LEVI STRAUSS & CO,468.318,2884.395,25
16477,2015,LEA,LEAR CORP,1282.2,9405.8,25
16478,2015,EOG,EOG RESOURCES INC,-6725.19,26975.244,10
16486,2015,BCC,BOISE CASCADE CO,101.584,1248.606,15
16531,2015,ZIXI,ZIX CORP,10.286,87.286,45
16549,2015,SFBS,SERVISFIRST BANCSHARES INC,115.49,5095.509,40
16560,2015,AWCMY,ALUMINA LTD,-11.9,2110.7,15
16582,2015,NTR,NUTRIEN LTD,1688,17469,15
16590,2015,HGKGY,POWER ASSETS HOLDINGS LTD,17.676,17463.971,55
16597,2015,LSCC,LATTICE SEMICONDUCTOR CORP,-37.81,785.92,45
16603,2015,3NSRGY,NESTLE SA/AG,13156.634,123781.571,30
16608,2015,WHF,WHITEHORSE FINANCE INC,30.725,445.229,40
16641,2015,ATAX,AMERICA FIRST MULTIFAMILY-LP,37.711,872.515,40
16648,2015,ADSW,ADVANCED DISPOSAL SERVICES,118.1,3422.3,20
16653,2015,TMHC,TAYLOR MORRISON HOME CORP,274.004,4137.29,25
16668,2015,AROW,ARROW FINANCIAL CORP,43.874,2446.188,40
16671,2015,AAME,ATLANTIC AMERICAN CORP,7.137,314.603,40
16681,2015,BBX.2,BBX CAPITAL CORP,70.419,393.541,40
16689,2015,NBN,NORTHEAST BANCORP/ME,17.641,850.83,40
16698,2015,BMTC,BRYN MAWR BANK CORP,70.423,3030.997,40
16700,2015,RESI,FRONT YARD RESIDENTIAL CORP,4.237,2457.948,60
16705,2015,CPF,CENTRAL PACIFIC FINANCIAL CP,107.118,5131.288,40
16710,2015,DGII,DIGI INTERNATIONAL INC,7.226,300.36,45
16714,2015,DGICA,DONEGAL GROUP INC,33.206,1537.834,40
16716,2015,EMCI,EMC INSURANCE GROUP INC,71.095,1535.955,40
16720,2015,AAMC,ALTISOURCE ASSET MGMT CORP,4.597,2525.776,60
16721,2015,EA,ELECTRONIC ARTS INC,898,7050,50
16738,2015,HMHC,HOUGHTON MIFFLIN HARCOURT CO,-106.084,3137.056,25
16745,2015,PRTA,PROTHENA CORP PLC,-79.937,385.236,35
16748,2015,CNBKA,CENTURY BANCORP INC/MA,35.118,3947.441,40
16775,2015,CIA,CITIZENS INC,-2.607,1484.04,40
16777,2015,FBNC,FIRST BANCORP/NC,66.174,3362.065,40
16781,2015,CHCO,CITY HOLDING CO,100.166,3714.059,40
16790,2015,CBU,COMMUNITY BANK SYSTEM INC,194.119,8552.669,40
16821,2015,FBP,FIRST BANCORP P R,155.546,12573.019,40
16829,2015,PCLB,PINNACLE BANCSHARES,4.063,219.509,40
16832,2015,GBCI,GLACIER BANCORP INC,199.962,9089.232,40
16845,2015,FRME,FIRST MERCHANTS CORP,125.378,6761.003,40
16848,2015,RTRX,RETROPHIN INC,-32.26,512.4,35
16878,2015,ELLH,ELAH HOLDINGS INC,26.1,700.9,15
16884,2015,HCFT,HUNT COMPANIES FINANCE TRUST,93.659,2498.367,40
16886,2015,HIIQ,HEALTH INSURANCE INNOVATIONS,4.662,95.784,40
16888,2015,IFSB,COLOMBO BANK,2.039,202.62,40
16889,2015,INDB,INDEPENDENT BANK CORP/MA,147.72,7210.038,40
16890,2015,IBCP,INDEPENDENT BANK CORP/MI,56.19,2409.066,40
16929,2015,MBVT,MERCHANTS BANCSHARES INC/VT,28.546,2021.237,40
16947,2015,ATNM,ACTINIUM PHARMACEUTICALS INC,-24.829,26.588,35
16957,2015,HARL,HARLEYSVILLE FINANCIAL CORP,11.417,770.484,40
16967,2015,HIFS,HINGHAM INSTN FOR SAVINGS,37.352,1768.528,40
16972,2015,ANY,SPHERE 3D CORP,-33.919,139.111,45
16981,2015,OFG,OFG BANCORP,81.979,7099.149,40
16989,2015,PEBK,PEOPLES BANCORP NC INC,23.938,1038.481,40
17010,2015,LSXMK,LIBERTY MEDIA SIRIUSXM GROUP,1062,29798,50
17012,2015,XONE,EXONE CO,-21.702,107.958,20
17029,2015,SLOT,SAN LOTUS HOLDING INC,-0.046,34.617,25
17035,2015,MCY,MERCURY GENERAL CORP,73.966,4628.645,40
17050,2015,ZFC,ZAIS FINANCIAL CORP,35.679,775.139,40
17070,2015,NPBC,NATIONAL PENN BANCSHARES INC,199.574,9598.902,40
17071,2015,ADHD,ALCOBRA LTD,-19.698,71.683,35
17072,2015,NSEC,NATIONAL SEC GROUP INC,7.726,148.099,40
17073,2015,NWLI,NATIONAL WESTERN LIFE GROUP,146.668,11612.576,40
17074,2015,NAVG,NAVIGATORS GROUP INC,133.498,4584.012,40
17076,2015,LSBG,LAKE SUNAPEE BANK GROUP,24.359,1518.521,40
17095,2015,ONB,OLD NATIONAL BANCORP,242.054,11991.527,40
17101,2015,IMGN,IMMUNOGEN INC,-54.455,313.823,35
17106,2015,PEBO,PEOPLES BANCORP INC/OH,59.994,3258.97,40
17115,2015,SIGI,SELECTIVE INS GROUP INC,257.01,6904.433,40
17120,2015,SIVB,SVB FINANCIAL GROUP,781.14,44686.703,40
17130,2015,STD2,SANTANDER HOLDINGS USA INC,3191.701,127571.282,40
17131,2015,IHC,INDEPENDENCE HOLDING CO,37.608,1197.963,40
17132,2015,WSFS,WSFS FINANCIAL CORP,131.608,5585.962,40
17136,2015,SCNB,SUFFOLK BANCORP,34.439,2168.592,40
17145,2015,WAFD,WASHINGTON FEDERAL INC,309.812,14568.324,40
17150,2015,WBS,WEBSTER FINANCIAL CORP,393.813,24677.82,40
17151,2015,WSBC,WESBANCO INC,157.453,8470.298,40
17168,2015,RBPAA,ROYAL BANCSHARES/PA  -CL A,14.264,788.283,40
17173,2015,ACNB,ACNB CORP,20.148,1147.925,40
17180,2015,SNFCA,SECURITY NATL FINL CP  -CL A,24.281,749.933,40
17184,2015,SBCF,SEACOAST BANKING CORP/FL,71.008,3534.78,40
17185,2015,XXII,22ND CENTURY GROUP INC,-12.044,18.371,30
17195,2015,FFBC,FIRST FINL BANCORP INC/OH,160.051,8147.411,40
17197,2015,GM2,GENERAL MOTORS FINL CO INC,2337,65904,40
17199,2015,BLFS,BIOLIFE SOLUTIONS INC,-5.017,12.37,35
17222,2015,ADKT,ADIRONDACK TRUST CO,19.581,1111.173,40
17239,2015,KND,KINDRED HEALTHCARE INC,419.716,6518.936,35
17240,2015,TMP,TOMPKINS FINANCIAL CORP,115.702,5689.995,40
17245,2015,TRST,TRUSTCO BANK CORP/NY,97.575,4734.992,40
17248,2015,UBSI,UNITED BANKSHARES INC/WV,286.632,12577.944,40
17252,2015,UFCS,UNITED FIRE GROUP INC,121.451,3890.376,40
17266,2015,UAM,UNIVERSAL AMERICAN CORP,-18.915,1737.059,35
17269,2015,ASRV,AMERISERV FINANCIAL INC/PA,17.963,1148.922,40
17277,2015,NVEE,NV5 GLOBAL INC,14.083,111.769,20
17285,2015,CWGL,CRIMSON WINE GROUP LTD,7.791,235.946,30
17287,2015,SBGL,SIBANYE-STILLWATER LIMITED,116.546,1827.602,15
17306,2015,PFSI,PENNYMAC FINANCIAL SERVICES,347.73,3505.294,40
17341,2015,ARTNA,ARTESIAN RESOURCES  -CL A,25.366,431.626,55
17350,2015,TTPH,TETRAPHASE PHARMACEUTICALS,-82.998,214.917,35
17367,2015,AMNB,AMERICAN NATL BANKSHARES,33.278,1547.599,40
17376,2015,MRIN,MARIN SOFTWARE INC,-30.599,116.192,45
17380,2015,AHOTF,AMERICAN HOTEL INCM PROP LP,18.502,577.403,60
17386,2015,SPVNF,SPECTRA7 MICROSYSTEMS INC,-13.933,11.768,45
17388,2015,BYLK,BAYLAKE CORP,19.454,1093.917,40
17408,2015,NVGS,NAVIGATOR HOLDINGS LTD,128.282,1570.644,10
17420,2015,ATLCY,ATLAS COPCO AB,2332.603,12192.697,20
17422,2015,PME,PINGTAN MARINE ENTERPRISE,-7.57,231.877,30
17436,2015,BASFY,BASF SE,6581.639,76920.812,15
17438,2015,BDGE,BRIDGE BANCORP INC,54.816,3781.959,40
17451,2015,IBTX,INDEPENDENT BK GRP INC,76.929,5055,40
17452,2015,DANOY,DANONE,3285.935,35521.961,30
17454,2015,KNOP,KNOT OFFSHORE PRTNRS LP,74.073,1223.87,10
17464,2015,MST.UN,MILESTONE APARTMENTS REIT,103.389,2124.064,60
17498,2015,CMRX,CHIMERIX INC,-118.251,355.992,35
17501,2015,THST,TRUETT-HURST INC,-0.935,33.903,30
17534,2015,CCNE,CNB FINANCIAL CORP/PA,46.344,2285.136,40
17550,2015,HAWK,BLACKHAWK NETWORK HLDGS INC,87.818,3112.956,45
17553,2015,MODN,MODEL N INC,-19.048,121.97,45
17556,2015,BPY,BROOKFIELD PROPERTY PRTRS LP,1843,71866,60
17567,2015,PETX,ARATANA THERAPEUTICS,-47.346,147.066,35
17581,2015,TXTR,TEXTURA CORP,-14.322,184.342,45
17586,2015,FSB,FRANKLIN FINL NETWORK INC,33.723,2167.792,40
17594,2015,RBNC,RELIANT BANCORP INC,16.588,876.404,40
17597,2015,PTRC,PETRO RIVER OIL CORP,-10.541,28.329,10
17602,2015,BHRB,BURKE & HERBERT BANK & TR CO,57.852,2665.19,40
17616,2015,BURCA,BURNHAM HOLDINGS INC,12.412,141.886,20
17626,2015,AHH,ARMADA HOFFLER PROPERTIES,26.71,689.547,60
17628,2015,EMES,EMERGE ENERGY SERVICES LP,14.254,420.048,10
17639,2015,AMH,AMERICAN HOMES 4 RENT,44.195,6807.786,60
17641,2015,BKSC,BANK SOUTH CAROLINA CORP,9.148,399.173,40
17651,2015,RZLT,REZOLUTE INC,-10.697,11.263,35
17653,2015,ADMA,ADMA BIOLOGICS INC,-15.514,23.715,35
17659,2015,CCFN,CCFNB BANCORP INC,12.758,647.255,40
17665,2015,PVVTF,PIVOT TECHNOLOGY SOLUTIONS,18.307,495.963,45
17687,2015,HMTV,HEMISPHERE MEDIA GROUP INC,35.346,551.15,50
17689,2015,UCP,UCP INC,4.828,416.221,25
17693,2015,MKTO,MARKETO INC,-68.452,225.078,45
17695,2015,DATA,TABLEAU SOFTWARE INC,-52.03,1030.711,45
17696,2015,TSC,TRISTATE CAPITAL HLDGS INC,49.856,3302.863,40
17699,2015,CST,CST BRANDS INC,257,3840,25
17700,2015,CBTC,CBT FINANCIAL CORP,7.041,455.559,40
17707,2015,WBBW,WESTBURY BANCORP INC,11.651,638.929,40
17709,2015,FNBCQ,FIRST NBC BANK HOLDING CO,38.573,4705.825,40
17715,2015,CVLY,CODORUS VALLEY BANCORP,23.922,1456.334,40
17717,2015,CAPP,CAPSTONE FINANCIAL GROUP INC,-2.617,13.379,40
17724,2015,CNOB,CONNECTONE BANCORP INC,74.999,4016.721,40
17727,2015,EKSO,EKSO BIONICS HOLDINGS INC,-21.561,32.198,35
17746,2015,NEEB,NEBRASKA BOOK HLDGS INC,-23.943,98.279,25
17767,2015,SUND,SUNDANCE STRATEGIES INC,0.312,29.849,40
17769,2015,HASI,HANNON ARMSTRONG SUST INFR,8.946,1469.621,40
17786,2015,UMF.A,STARLIGHT U S MULTIFAM CORE,9.535,220.375,40
17795,2015,CNAF,COMMERCIAL NATL FINL CP/PA,11.74,399.502,40
17807,2015,LITB,LIGHTINTHEBOX HLDG  -ADR,-38.224,55.493,25
17808,2015,EPZM,EPIZYME INC,-92.549,217.903,35
17811,2015,ECOM,CHANNELADVISOR CORP,-18.807,130.956,45
17812,2015,HDS,HD SUPPLY HOLDINGS INC,746,6016,20
17815,2015,BYBK,BAY BANCORP INC,8.837,491.162,40
17828,2015,DDAIF,DAIMLER AG,12146.878,235820.559,25
17853,2015,WPTIF,WPT INDUSTRIAL REIT,45.554,751.859,60
17866,2015,EARN,ELLINGTON RESIDENTIAL MTG,35.606,1556.684,40
17874,2015,TMUS,T-MOBILE US INC,2278,62436,50
17875,2015,NCBS,NICOLET BANKSHARES INC,27.841,1214.439,40
17877,2015,CHMG,CHEMUNG FINANCIAL CORP,27.222,1619.964,40
17878,2015,NRZ,NEW RESIDENTIAL INV CP,544.894,15192.722,40
17890,2015,IKNX,IKONICS CORP,0.267,15.21,15
17896,2015,HCAP,HARVEST CAPITAL CREDIT CORP,13.034,149.138,40
17897,2015,QIWI,QIWI PLC,66.493,568.364,45
17898,2015,ORXPF,ORYX PETROLEUM CORP LTD,-428.513,779.661,10
17910,2015,HTBX,HEAT BIOLOGICS INC,-21.022,13.218,35
17928,2015,IQV,IQVIA HOLDINGS INC,679.848,3926.316,35
17931,2015,PTLA,PORTOLA PHARMACEUTICALS INC,-227.175,502.924,35
17933,2015,PSXP,PHILLIPS 66 PARTNERS LP,148.2,1523.5,10
17934,2015,SFM,SPROUTS FARMERS MARKET,228.754,1426.364,30
17946,2015,0186A,TOPS HOLDING II CORP,59.369,1029.654,30
17947,2015,GFI,GOLD FIELDS LTD,265.2,5877.7,15
17956,2015,FI,FRANK'S INTL NV,186.169,1726.838,10
17962,2015,ALYE,ALY ENERGY SERVICES INC,-5.877,68.93,10
17987,2015,ESBK,ELMIRA SVGS BANK ELMIRA/NY,9.868,561.344,40
17994,2015,HGENF,HALOGEN SOFTWARE INC,-7.016,59.925,45
17997,2015,CSTM,CONSTELLIUM NV,184.603,3939.645,15
17998,2015,BLUE,BLUEBIRD BIO INC,-156.068,1002.337,35
18003,2015,PGEM,PLY GEM HOLDINGS INC,125.215,1285.904,20
18004,2015,CCS,CENTURY COMMUNITIES INC,59.014,917.741,25
18008,2015,ENBP,ENB FINANCIAL CORP,13.441,905.601,40
18009,2015,NSTG,NANOSTRING TECHNOLOGIES INC,-41.242,92.869,35
18035,2015,EXSR,EXCHANGE BK SANTA ROSA CALIF,54.141,2062.508,40
18036,2015,COMM,COMMSCOPE HOLDING CO INC,480.465,7502.631,45
18037,2015,CZNC,CITIZENS & NORTHERN CORP,31.679,1223.417,40
18040,2015,FRBK,REPUBLIC FIRST BANCORP INC,16.451,1439.443,40
18043,2015,NWSA,NEWS CORP,341,15093,50
18047,2015,NDLS,NOODLES & CO,-20.867,239.961,25
18049,2015,FNB,F N B CORP/FL,321.22,17557.662,40
18050,2015,LXFT,LUXOFT HOLDING INC,75.9,394.542,45
18066,2015,TLRA,TELARIA INC,-19.21,168.124,45
18071,2015,REXR,REXFORD INDUS REALTY,10.004,1153.251,60
18073,2015,CHMI,CHERRY HILL MTG INVST,22.613,636.34,40
18075,2015,AZUL,AZUL SA,-61.34,1979.937,20
18086,2015,MNK,MALLINCKRODT PLC,682.8,16404.1,35
18094,2015,FMBL,FARMERS & MERCHANTS BANK/CA,134.557,6153.6,40
18103,2015,CCPT,COLE CREDIT PROPERTY TR IV,124.998,4582.199,60
18109,2015,JONE,JONES ENERGY INC,-102.282,1945.412,10
18110,2015,FFKT,FARMERS CAPITAL BANK CORP,34.694,1775.95,40
18114,2015,TGEN,TECOGEN INC,-2.643,21.091,20
18144,2015,GLG,CHINA COMMERCIAL CREDIT,-58.262,24.447,40
18145,2015,DOC,PHYSICIANS REALTY TR,23.247,1644.871,60
18159,2015,AGIO,AGIOS PHARMACEUTICALS,-118.7,420.065,35
18161,2015,CNAT,CONATUS PHARMACEUTICALS INC,-24.131,39.727,35
18162,2015,ESPR,ESPERION THERAPEUTICS INC,-50.04,295.572,35
18171,2015,NWHM,NEW HOME COMPANY INC,20.536,351.27,25
18172,2015,ONTX,ONCONOVA THERAPEUTICS INC,-23.972,23.445,35
18177,2015,SALE,RETAILMENOT INC,27.865,607.216,45
18179,2015,WPT,WORLD POINT TERMINALS LP,32.873,206.423,10
18182,2015,FDBC,FIDELITY D & D BANCORP INC,15.877,729.358,40
18184,2015,NGHC,NATIONAL GENERAL HOLDINGS CP,211.154,5563.392,40
18195,2015,FBAK,FIRST NATIONAL BANK ALASKA,76.227,3569.426,40
18204,2015,ANIP,ANI PHARMACEUTICALS INC,32.7,285.265,35
18235,2015,SAEX,SAEXPLORATION HOLDINGS INC,16.844,158.794,10
18241,2015,FCF,FIRST COMMONWLTH FINL CP/PA,113.603,6566.89,40
18246,2015,KCG,KCG HOLDINGS INC,547.837,6051.178,40
18247,2015,FNBG,FNB BANCORP CALIF,18.52,1124.349,40
18261,2015,ORM,OWENS REALTY MORTGAGE INC,6.45,272.652,40
18264,2015,FVCB,FVCBANKCORP INC,11.638,736.807,40
18270,2015,MBII,MARRONE BIO INNOVTIONS,-39.457,71.767,15
18271,2015,YUME,YUME INC,-16.207,149.074,45
18275,2015,CSHX,CASHMERE VALLEY BANK,27.444,1381.663,40
18276,2015,THFF,FIRST FINANCIAL CORP/IN,59.418,2979.585,40
18287,2015,SGM,STONEGATE MORTGAGE CORP,11.522,1280.626,40
18289,2015,ASC,ARDMORE SHIPPING CORP,44.302,778.198,10
18290,2015,DSS,DOCUMENT SECURITY SYS INC,-3.99,15.657,20
18291,2015,CTRL,CONTROL4 CORP,0.593,141.863,45
18292,2015,ECIGQ,ELECTRONIC CIGS INTL GRP LTD,-30.774,95.314,30
18293,2015,CWEN,CLEARWAY ENERGY INC,280,7775,55
18301,2015,FKYS,FIRST KEYSTONE CORP,17.42,983.489,40
18306,2015,SC,SANTANDER CONSUMER USA HLDGS,1942.337,36570.373,40
18307,2015,FLIC,FIRST LONG ISLAND CORP,41.535,3130.343,40
18312,2015,USFD,US FOODS HOLDING CORP,371.035,8946.311,30
18315,2015,XON,INTREXON CORP,-144.541,982.046,35
18320,2015,FOXF,FOX FACTORY HOLDING CP,44.502,278.497,25
18321,2015,CINR,CINER RESOURCES LP,110.3,423.2,15
18322,2015,CVT,CVENT INC,-4.424,301.6,45
18323,2015,OCSI,OAKTREE STRATEGIC INCOME CP,37.229,697.71,40
18326,2015,CACQ,CAESARS ACQUISITION CO,-31.2,1137.4,25
18329,2015,BUSE,FIRST BUSEY CORP,88.94,3998.976,40
18335,2015,0172A,PIONEER FINANCIAL SVCS /MO,22.89,276.3,40
18339,2015,MYCC,CLUBCORP HOLDINGS INC,90.629,2170.862,25
18350,2015,OCRX,OCERA THERAPEUTICS INC,-26.336,44.737,35
18358,2015,FUNC,FIRST UNITED CORP,17.783,1323.458,40
18383,2015,BRX,BRIXMOR PROPERTY GROUP INC,427.132,9498.007,60
18385,2015,FRAF,FRANKLIN FINANCIAL SVCS CORP,20.853,1035.295,40
18386,2015,STRP,STRAIGHT PATH COMMUNICATIONS,0.266,20.238,50
18392,2015,CARO,CAROLINA FINANCIAL CORP,31.966,1409.669,40
18424,2015,LPCN,LIPOCINE INC,-18.382,45.377,35
18427,2015,AZURQ,AZURE MIDSTREAM PARTNERS LP,6.268,567.225,10
18430,2015,FPRX,FIVE PRIME THERAPEUTICS INC,294.973,548.285,35
18431,2015,WNRL,WESTERN REFINING LGS LP,86.435,500.951,10
18432,2015,EVHC.1,ENVISION HEALTHCARE HLDGS,395.417,6388.191,35
18434,2015,ALRS,ALERUS FINANCIAL CORP,51.051,1744.863,40
18441,2015,TPRE,THIRD POINT REINSURANCE LTD,-87.237,3545.108,40
18465,2015,AR,ANTERO RESOURCES CORP,1828.817,14155.224,10
18466,2015,FUJHY,SUBARU CORP,5031.035,23060.043,25
18467,2015,FJTSY,FUJITSU LTD,1461.857,28698.657,45
18468,2015,PAGP,PLAINS GP HOLDINGS LP,1341,24142,10
18469,2015,FMI,FOUNDATION MEDICINE INC,-88.855,297.989,35
18479,2015,JASN,JASON INDUSTRIES INC,17.919,706.179,20
18487,2015,FEYE,FIREEYE INC,-506.229,2441.473,45
18494,2015,IRT,INDEPENDENCE REALTY TRUST,10.201,1392.414,60
18498,2015,MUSA,MURPHY USA INC,254.764,1886.241,25
18509,2015,IPWR,IDEAL POWER INC,-10.426,19.25,20
18510,2015,XLRN,ACCELERON PHARMA INC,-60.879,146.337,35
18533,2015,HBNC,HORIZON BANCORP INC,53.565,2652.401,40
18535,2015,BINDQ,DNIB UNWIND INC,-38.682,50.742,35
18549,2015,CLRO,CLEARONE INC,10.262,93.529,45
18556,2015,CHGG,CHEGG INC,-51.125,291.356,25
18561,2015,BNFT,BENEFITFOCUS INC,-54.274,182.119,45
18562,2015,FATE,FATE THERAPEUTICS INC,-27.782,67.958,35
18564,2015,AAOI,APPLIED OPTOELECTRONICS INC,14.301,273.475,45
18566,2015,IMNP,IMMUNE PHARMACEUTICALS INC,-15.724,36.184,35
18571,2015,COVS,COVISINT CORP,-14.682,102.045,45
18572,2015,OPHT,OPHTHOTECH CORP,-123.528,428.851,35
18573,2015,QTS,QTS REALTY TRUST INC,42.319,1757.509,60
18576,2015,AXPWQ,AXION POWER INTL INC,-6.195,10.599,20
18578,2015,RMAX,RE/MAX HOLDINGS INC,76.087,385.313,60
18584,2015,FUEL,ROCKET FUEL INC,-71.835,347.054,45
18609,2015,ENZY,ENZYMOTEC LTD,6.174,148.926,35
18613,2015,CPXX,CELATOR PHARMACEUTICALS INC,-18.173,25.635,35
18623,2015,VMEMQ,VIOLIN MEMORY INC,-92.198,112.847,45
18624,2015,PINC,PREMIER INC,275.079,1530.191,35
18625,2015,LDRH,LDR HOLDING CORP,-22.469,226.639,35
18626,2015,GLOB,GLOBANT SA,24.067,222.889,45
18629,2015,LGIH,LGI HOMES INC,81.805,622.333,25
18630,2015,RNG,RINGCENTRAL INC,-29.57,214.813,45
18635,2015,FGL,FIDELITY & GUARANTY LIFE,206,24925,40
18636,2015,DEO,DIAGEO PLC,4779.436,40581.951,30
18638,2015,NTRP,NEUROTROPE INC,-9.446,12.782,35
18654,2015,HDNG,HARDINGE INC,9.251,311.3,20
18658,2015,MGNX,MACROGENICS INC,-20.182,359.269,35
18660,2015,EPE,EP ENERGY CORP,-3947,5833,10
18666,2015,TRXC,TRANSENTERIX INC,-42.54,248.602,35
18672,2015,CRSXF,CORSA COAL CORP,-150.331,202.86,15
18675,2015,BURL,BURLINGTON STORES INC,292.906,2580.147,25
18677,2015,PEGI,PATTERN ENERGY GROUP INC,34.44,3829.592,55
18679,2015,SEMI,SUNEDISON SEMICONDUCTOR LTD,-34.4,1049,45
18683,2015,SAIC,SCIENCE APPLICATIONS INTL CP,253,2122,45
18689,2015,VEEV,VEEVA SYSTEMS INC,83.209,705.799,35
18695,2015,CBFV,CB FINANCIAL SERVICES INC,16.305,830.677,40
18699,2015,PTC,PTC INC,195.309,2209.913,45
18724,2015,KEWL,KEWEENAW LAND ASSN LTD,1.45,25.069,15
18729,2015,KNBWY,KIRIN HOLDINGS CO LTD,1037.242,20319.057,30
18732,2015,LKFN,LAKELAND FINANCIAL CORP,86.754,3766.286,40
18738,2015,SPEX,SPHERIX INC,-11.41,13.694,20
18745,2015,ESNT,ESSENT GROUP LTD,228.398,1469.099,40
18748,2015,VJET,VOXELJET AG,-9.673,76.143,20
18749,2015,AERI,AERIE PHARMACEUTICALS INC,-75.086,159.127,35
18750,2015,CRTO,CRITEO SA,76.658,841.719,50
18774,2015,VLP,VALERO ENERGY PARTNERS LP,108.966,850.107,10
18779,2015,CPTA,CAPITALA FINANCE CORP,44.349,632.818,40
18786,2015,PROP,PLEDGE PETROLEUM CORP,-4.266,12.848,10
18792,2015,GLPI,GAMING & LEISURE PPTYS,259.747,2448.155,60
18838,2015,CUDA,BARRACUDA NETWORKS INC,-1.899,419.804,45
18839,2015,PBPB,POTBELLY CORP,9.629,174.507,25
18841,2015,SCAI,SURGICAL CARE AFFILIATES INC,197.315,2007.806,35
18842,2015,TCS,CONTAINER STORE GROUP,24.922,763.768,25
18844,2015,SEII,SHARING ECONOMY INTL INC,1.577,94.609,20
